Num,lat,lon,value,MAT,MAT_season,MAP,MAP_season,AI,AET,VPD,srad,tmax,tmin,CEC,BD,pH,Sand,Silt,Clay,SWC,SOC,TN,TP,MBC,MBN,FB_ratio,NPP,BNPP,NDVI,Ndep,LDMC,SLA_MODIS,LNC_MODIS,LPC_MODIS,Vcmax,fLNR,EM_tree,AM_tree
416,-4.744722222,12.03083333,8.42949,25.0074,182.4471,1136,82.73203,9911,1131.284,0.7,143.2583,28.98333,21.86667,0.0434,1.36,5.3,77,12,11,18,8,0.6,300,98.5369,14.5445,0.1585362,15706,1.014076,0.753,0.03993481,0.2814381,13.59419,16.64287,1.214957,58.98947,13.8047,0.1258933,0.7383562
417,37.61666667,101.2,15.96416667,-2.476125,880.6958,487,98.47426,4911,371.6557,0.2583333,178.1583,2.408333,-9.808333,0.134,1.25,7,43,43,14,32,53.6,3,800,192.021,16.6943,0.1563149,2527,1.635824,0.358,0.0428123,0.2431481,12.34318,17.55084,1.573081,111.9344,34.9769,0.9889953,0.01351052
418,37.61666667,101.2,21.50791667,-2.476125,880.6958,487,98.47426,4911,371.6557,0.2583333,178.1583,2.408333,-9.808333,0.134,1.25,7,43,43,14,32,53.6,3,800,192.021,16.6943,0.1563149,2527,1.635824,0.358,0.0428123,0.2431481,12.34318,17.55084,1.573081,111.9344,34.9769,0.9889953,0.01351052
419,37.61666667,101.2,13.33791667,-2.476125,880.6958,487,98.47426,4911,371.6557,0.2583333,178.1583,2.408333,-9.808333,0.134,1.25,7,43,43,14,32,53.6,3,800,192.021,16.6943,0.1563149,2527,1.635824,0.358,0.0428123,0.2431481,12.34318,17.55084,1.573081,111.9344,34.9769,0.9889953,0.01351052
420,37.61666667,101.2,18.84541667,-2.476125,880.6958,487,98.47426,4911,371.6557,0.2583333,178.1583,2.408333,-9.808333,0.134,1.25,7,43,43,14,32,53.6,3,800,192.021,16.6943,0.1563149,2527,1.635824,0.358,0.0428123,0.2431481,12.34318,17.55084,1.573081,111.9344,34.9769,0.9889953,0.01351052
421,37.61666667,101.2,105.255,-2.476125,880.6958,487,98.47426,4911,371.6557,0.2583333,178.1583,2.408333,-9.808333,0.134,1.25,7,43,43,14,32,53.6,3,800,192.021,16.6943,0.1563149,2527,1.635824,0.358,0.0428123,0.2431481,12.34318,17.55084,1.573081,111.9344,34.9769,0.9889953,0.01351052
422,37.61666667,101.2,117.67,-2.476125,880.6958,487,98.47426,4911,371.6557,0.2583333,178.1583,2.408333,-9.808333,0.134,1.25,7,43,43,14,32,53.6,3,800,192.021,16.6943,0.1563149,2527,1.635824,0.358,0.0428123,0.2431481,12.34318,17.55084,1.573081,111.9344,34.9769,0.9889953,0.01351052
423,37.61666667,101.2,56.90166667,-2.476125,880.6958,487,98.47426,4911,371.6557,0.2583333,178.1583,2.408333,-9.808333,0.134,1.25,7,43,43,14,32,53.6,3,800,192.021,16.6943,0.1563149,2527,1.635824,0.358,0.0428123,0.2431481,12.34318,17.55084,1.573081,111.9344,34.9769,0.9889953,0.01351052
424,37.61666667,101.2,85.97875,-2.476125,880.6958,487,98.47426,4911,371.6557,0.2583333,178.1583,2.408333,-9.808333,0.134,1.25,7,43,43,14,32,53.6,3,800,192.021,16.6943,0.1563149,2527,1.635824,0.358,0.0428123,0.2431481,12.34318,17.55084,1.573081,111.9344,34.9769,0.9889953,0.01351052
425,26.73333333,115.0666667,4.4238,17.57722,800.5876,1582,54.0508,12778,922.7291,0.625,172.9333,21.825,13.73333,0.0967,1.45,4.8,12,48,40,29,21.4,1.7,300,31.3376,6.20031,0.1677831,5367,1.785153,0.737,0.1130616,0.328407,11.16,14.38395,1.142372,47.12031,13.35946,0.64518,0.3074077
426,26.73333333,115.0666667,2.4843,17.57722,800.5876,1582,54.0508,12778,922.7291,0.625,172.9333,21.825,13.73333,0.0967,1.45,4.8,12,48,40,29,21.4,1.7,300,31.3376,6.20031,0.1677831,5367,1.785153,0.737,0.1130616,0.328407,11.16,14.38395,1.142372,47.12031,13.35946,0.64518,0.3074077
427,26.73333333,115.0666667,29.31129,17.57722,800.5876,1582,54.0508,12778,922.7291,0.625,172.9333,21.825,13.73333,0.0967,1.45,4.8,12,48,40,29,21.4,1.7,300,31.3376,6.20031,0.1677831,5367,1.785153,0.737,0.1130616,0.328407,11.16,14.38395,1.142372,47.12031,13.35946,0.64518,0.3074077
428,26.73333333,115.0666667,4.92905,17.57722,800.5876,1582,54.0508,12778,922.7291,0.625,172.9333,21.825,13.73333,0.0967,1.45,4.8,12,48,40,29,21.4,1.7,300,31.3376,6.20031,0.1677831,5367,1.785153,0.737,0.1130616,0.328407,11.16,14.38395,1.142372,47.12031,13.35946,0.64518,0.3074077
429,26.73333333,115.0666667,7.09672,17.57722,800.5876,1582,54.0508,12778,922.7291,0.625,172.9333,21.825,13.73333,0.0967,1.45,4.8,12,48,40,29,21.4,1.7,300,31.3376,6.20031,0.1677831,5367,1.785153,0.737,0.1130616,0.328407,11.16,14.38395,1.142372,47.12031,13.35946,0.64518,0.3074077
430,26.73333333,115.0666667,56.54574,17.57722,800.5876,1582,54.0508,12778,922.7291,0.625,172.9333,21.825,13.73333,0.0967,1.45,4.8,12,48,40,29,21.4,1.7,300,31.3376,6.20031,0.1677831,5367,1.785153,0.737,0.1130616,0.328407,11.16,14.38395,1.142372,47.12031,13.35946,0.64518,0.3074077
431,26.73333333,115.0666667,6.10252,17.57722,800.5876,1582,54.0508,12778,922.7291,0.625,172.9333,21.825,13.73333,0.0967,1.45,4.8,12,48,40,29,21.4,1.7,300,31.3376,6.20031,0.1677831,5367,1.785153,0.737,0.1130616,0.328407,11.16,14.38395,1.142372,47.12031,13.35946,0.64518,0.3074077
432,26.73333333,115.0666667,2.09314,17.57722,800.5876,1582,54.0508,12778,922.7291,0.625,172.9333,21.825,13.73333,0.0967,1.45,4.8,12,48,40,29,21.4,1.7,300,31.3376,6.20031,0.1677831,5367,1.785153,0.737,0.1130616,0.328407,11.16,14.38395,1.142372,47.12031,13.35946,0.64518,0.3074077
433,26.73333333,115.0666667,29.53947,17.57722,800.5876,1582,54.0508,12778,922.7291,0.625,172.9333,21.825,13.73333,0.0967,1.45,4.8,12,48,40,29,21.4,1.7,300,31.3376,6.20031,0.1677831,5367,1.785153,0.737,0.1130616,0.328407,11.16,14.38395,1.142372,47.12031,13.35946,0.64518,0.3074077
434,26.73333333,115.0666667,6.88484,17.57722,800.5876,1582,54.0508,12778,922.7291,0.625,172.9333,21.825,13.73333,0.0967,1.45,4.8,12,48,40,29,21.4,1.7,300,31.3376,6.20031,0.1677831,5367,1.785153,0.737,0.1130616,0.328407,11.16,14.38395,1.142372,47.12031,13.35946,0.64518,0.3074077
435,26.73333333,115.0666667,1.81607,17.57722,800.5876,1582,54.0508,12778,922.7291,0.625,172.9333,21.825,13.73333,0.0967,1.45,4.8,12,48,40,29,21.4,1.7,300,31.3376,6.20031,0.1677831,5367,1.785153,0.737,0.1130616,0.328407,11.16,14.38395,1.142372,47.12031,13.35946,0.64518,0.3074077
436,26.73333333,115.0666667,44.63169,17.57722,800.5876,1582,54.0508,12778,922.7291,0.625,172.9333,21.825,13.73333,0.0967,1.45,4.8,12,48,40,29,21.4,1.7,300,31.3376,6.20031,0.1677831,5367,1.785153,0.737,0.1130616,0.328407,11.16,14.38395,1.142372,47.12031,13.35946,0.64518,0.3074077
437,26.73333333,115.0666667,4.97794,17.57722,800.5876,1582,54.0508,12778,922.7291,0.625,172.9333,21.825,13.73333,0.0967,1.45,4.8,12,48,40,29,21.4,1.7,300,31.3376,6.20031,0.1677831,5367,1.785153,0.737,0.1130616,0.328407,11.16,14.38395,1.142372,47.12031,13.35946,0.64518,0.3074077
438,26.73333333,115.0666667,1.35972,17.57722,800.5876,1582,54.0508,12778,922.7291,0.625,172.9333,21.825,13.73333,0.0967,1.45,4.8,12,48,40,29,21.4,1.7,300,31.3376,6.20031,0.1677831,5367,1.785153,0.737,0.1130616,0.328407,11.16,14.38395,1.142372,47.12031,13.35946,0.64518,0.3074077
439,26.73333333,115.0666667,22.14005,17.57722,800.5876,1582,54.0508,12778,922.7291,0.625,172.9333,21.825,13.73333,0.0967,1.45,4.8,12,48,40,29,21.4,1.7,300,31.3376,6.20031,0.1677831,5367,1.785153,0.737,0.1130616,0.328407,11.16,14.38395,1.142372,47.12031,13.35946,0.64518,0.3074077
440,26.73333333,115.0666667,6.10252,17.57722,800.5876,1582,54.0508,12778,922.7291,0.625,172.9333,21.825,13.73333,0.0967,1.45,4.8,12,48,40,29,21.4,1.7,300,31.3376,6.20031,0.1677831,5367,1.785153,0.737,0.1130616,0.328407,11.16,14.38395,1.142372,47.12031,13.35946,0.64518,0.3074077
441,26.73333333,115.0666667,2.14204,17.57722,800.5876,1582,54.0508,12778,922.7291,0.625,172.9333,21.825,13.73333,0.0967,1.45,4.8,12,48,40,29,21.4,1.7,300,31.3376,6.20031,0.1677831,5367,1.785153,0.737,0.1130616,0.328407,11.16,14.38395,1.142372,47.12031,13.35946,0.64518,0.3074077
442,26.73333333,115.0666667,31.82123,17.57722,800.5876,1582,54.0508,12778,922.7291,0.625,172.9333,21.825,13.73333,0.0967,1.45,4.8,12,48,40,29,21.4,1.7,300,31.3376,6.20031,0.1677831,5367,1.785153,0.737,0.1130616,0.328407,11.16,14.38395,1.142372,47.12031,13.35946,0.64518,0.3074077
443,26.73333333,115.0666667,5.71137,17.57722,800.5876,1582,54.0508,12778,922.7291,0.625,172.9333,21.825,13.73333,0.0967,1.45,4.8,12,48,40,29,21.4,1.7,300,31.3376,6.20031,0.1677831,5367,1.785153,0.737,0.1130616,0.328407,11.16,14.38395,1.142372,47.12031,13.35946,0.64518,0.3074077
444,26.73333333,115.0666667,1.91386,17.57722,800.5876,1582,54.0508,12778,922.7291,0.625,172.9333,21.825,13.73333,0.0967,1.45,4.8,12,48,40,29,21.4,1.7,300,31.3376,6.20031,0.1677831,5367,1.785153,0.737,0.1130616,0.328407,11.16,14.38395,1.142372,47.12031,13.35946,0.64518,0.3074077
445,26.73333333,115.0666667,33.38587,17.57722,800.5876,1582,54.0508,12778,922.7291,0.625,172.9333,21.825,13.73333,0.0967,1.45,4.8,12,48,40,29,21.4,1.7,300,31.3376,6.20031,0.1677831,5367,1.785153,0.737,0.1130616,0.328407,11.16,14.38395,1.142372,47.12031,13.35946,0.64518,0.3074077
446,26.73333333,115.0666667,7.55307,17.57722,800.5876,1582,54.0508,12778,922.7291,0.625,172.9333,21.825,13.73333,0.0967,1.45,4.8,12,48,40,29,21.4,1.7,300,31.3376,6.20031,0.1677831,5367,1.785153,0.737,0.1130616,0.328407,11.16,14.38395,1.142372,47.12031,13.35946,0.64518,0.3074077
447,26.73333333,115.0666667,1.91386,17.57722,800.5876,1582,54.0508,12778,922.7291,0.625,172.9333,21.825,13.73333,0.0967,1.45,4.8,12,48,40,29,21.4,1.7,300,31.3376,6.20031,0.1677831,5367,1.785153,0.737,0.1130616,0.328407,11.16,14.38395,1.142372,47.12031,13.35946,0.64518,0.3074077
448,26.73333333,115.0666667,48.24991,17.57722,800.5876,1582,54.0508,12778,922.7291,0.625,172.9333,21.825,13.73333,0.0967,1.45,4.8,12,48,40,29,21.4,1.7,300,31.3376,6.20031,0.1677831,5367,1.785153,0.737,0.1130616,0.328407,11.16,14.38395,1.142372,47.12031,13.35946,0.64518,0.3074077
449,26.73333333,115.0666667,6.54258,17.57722,800.5876,1582,54.0508,12778,922.7291,0.625,172.9333,21.825,13.73333,0.0967,1.45,4.8,12,48,40,29,21.4,1.7,300,31.3376,6.20031,0.1677831,5367,1.785153,0.737,0.1130616,0.328407,11.16,14.38395,1.142372,47.12031,13.35946,0.64518,0.3074077
450,26.73333333,115.0666667,2.5332,17.57722,800.5876,1582,54.0508,12778,922.7291,0.625,172.9333,21.825,13.73333,0.0967,1.45,4.8,12,48,40,29,21.4,1.7,300,31.3376,6.20031,0.1677831,5367,1.785153,0.737,0.1130616,0.328407,11.16,14.38395,1.142372,47.12031,13.35946,0.64518,0.3074077
451,26.73333333,115.0666667,36.27067,17.57722,800.5876,1582,54.0508,12778,922.7291,0.625,172.9333,21.825,13.73333,0.0967,1.45,4.8,12,48,40,29,21.4,1.7,300,31.3376,6.20031,0.1677831,5367,1.785153,0.737,0.1130616,0.328407,11.16,14.38395,1.142372,47.12031,13.35946,0.64518,0.3074077
452,51.06666667,10.5,1.96726,8.193094,654.4045,651,17.91972,7817,547.2957,0.4166667,120.4917,13.35833,4.716667,0.2651,1.26,7.7,29,54,18,35,20.5,2,NaN,109.575,16.3644,0.2101809,5233,2.16355,0.495,0.1459012,0.3100866,12.9165,0.1987744,NaN,56.59991,12.35199,0.9416804,0.0576256
453,51.06666667,10.5,0.46183,8.193094,654.4045,651,17.91972,7817,547.2957,0.4166667,120.4917,13.35833,4.716667,0.2651,1.26,7.7,29,54,18,35,20.5,2,NaN,109.575,16.3644,0.2101809,5233,2.16355,0.495,0.1459012,0.3100866,12.9165,0.1987744,NaN,56.59991,12.35199,0.9416804,0.0576256
454,51.06666667,10.5,0.85387,8.193094,654.4045,651,17.91972,7817,547.2957,0.4166667,120.4917,13.35833,4.716667,0.2651,1.26,7.7,29,54,18,35,20.5,2,NaN,109.575,16.3644,0.2101809,5233,2.16355,0.495,0.1459012,0.3100866,12.9165,0.1987744,NaN,56.59991,12.35199,0.9416804,0.0576256
455,51.06666667,10.5,1.01068,8.193094,654.4045,651,17.91972,7817,547.2957,0.4166667,120.4917,13.35833,4.716667,0.2651,1.26,7.7,29,54,18,35,20.5,2,NaN,109.575,16.3644,0.2101809,5233,2.16355,0.495,0.1459012,0.3100866,12.9165,0.1987744,NaN,56.59991,12.35199,0.9416804,0.0576256
456,51.06666667,10.5,0.85387,8.193094,654.4045,651,17.91972,7817,547.2957,0.4166667,120.4917,13.35833,4.716667,0.2651,1.26,7.7,29,54,18,35,20.5,2,NaN,109.575,16.3644,0.2101809,5233,2.16355,0.495,0.1459012,0.3100866,12.9165,0.1987744,NaN,56.59991,12.35199,0.9416804,0.0576256
457,51.06666667,10.5,1.05773,8.193094,654.4045,651,17.91972,7817,547.2957,0.4166667,120.4917,13.35833,4.716667,0.2651,1.26,7.7,29,54,18,35,20.5,2,NaN,109.575,16.3644,0.2101809,5233,2.16355,0.495,0.1459012,0.3100866,12.9165,0.1987744,NaN,56.59991,12.35199,0.9416804,0.0576256
458,51.06666667,10.5,0.79114,8.193094,654.4045,651,17.91972,7817,547.2957,0.4166667,120.4917,13.35833,4.716667,0.2651,1.26,7.7,29,54,18,35,20.5,2,NaN,109.575,16.3644,0.2101809,5233,2.16355,0.495,0.1459012,0.3100866,12.9165,0.1987744,NaN,56.59991,12.35199,0.9416804,0.0576256
459,51.06666667,10.5,0.75978,8.193094,654.4045,651,17.91972,7817,547.2957,0.4166667,120.4917,13.35833,4.716667,0.2651,1.26,7.7,29,54,18,35,20.5,2,NaN,109.575,16.3644,0.2101809,5233,2.16355,0.495,0.1459012,0.3100866,12.9165,0.1987744,NaN,56.59991,12.35199,0.9416804,0.0576256
460,51.06666667,10.5,0.82251,8.193094,654.4045,651,17.91972,7817,547.2957,0.4166667,120.4917,13.35833,4.716667,0.2651,1.26,7.7,29,54,18,35,20.5,2,NaN,109.575,16.3644,0.2101809,5233,2.16355,0.495,0.1459012,0.3100866,12.9165,0.1987744,NaN,56.59991,12.35199,0.9416804,0.0576256
461,51.06666667,10.5,0.66569,8.193094,654.4045,651,17.91972,7817,547.2957,0.4166667,120.4917,13.35833,4.716667,0.2651,1.26,7.7,29,54,18,35,20.5,2,NaN,109.575,16.3644,0.2101809,5233,2.16355,0.495,0.1459012,0.3100866,12.9165,0.1987744,NaN,56.59991,12.35199,0.9416804,0.0576256
462,51.06666667,10.5,0.61865,8.193094,654.4045,651,17.91972,7817,547.2957,0.4166667,120.4917,13.35833,4.716667,0.2651,1.26,7.7,29,54,18,35,20.5,2,NaN,109.575,16.3644,0.2101809,5233,2.16355,0.495,0.1459012,0.3100866,12.9165,0.1987744,NaN,56.59991,12.35199,0.9416804,0.0576256
463,51.06666667,10.5,0.52456,8.193094,654.4045,651,17.91972,7817,547.2957,0.4166667,120.4917,13.35833,4.716667,0.2651,1.26,7.7,29,54,18,35,20.5,2,NaN,109.575,16.3644,0.2101809,5233,2.16355,0.495,0.1459012,0.3100866,12.9165,0.1987744,NaN,56.59991,12.35199,0.9416804,0.0576256
464,51.06666667,10.5,0.35206,8.193094,654.4045,651,17.91972,7817,547.2957,0.4166667,120.4917,13.35833,4.716667,0.2651,1.26,7.7,29,54,18,35,20.5,2,NaN,109.575,16.3644,0.2101809,5233,2.16355,0.495,0.1459012,0.3100866,12.9165,0.1987744,NaN,56.59991,12.35199,0.9416804,0.0576256
465,51.06666667,10.5,0.24229,8.193094,654.4045,651,17.91972,7817,547.2957,0.4166667,120.4917,13.35833,4.716667,0.2651,1.26,7.7,29,54,18,35,20.5,2,NaN,109.575,16.3644,0.2101809,5233,2.16355,0.495,0.1459012,0.3100866,12.9165,0.1987744,NaN,56.59991,12.35199,0.9416804,0.0576256
466,51.06666667,10.5,0.13252,8.193094,654.4045,651,17.91972,7817,547.2957,0.4166667,120.4917,13.35833,4.716667,0.2651,1.26,7.7,29,54,18,35,20.5,2,NaN,109.575,16.3644,0.2101809,5233,2.16355,0.495,0.1459012,0.3100866,12.9165,0.1987744,NaN,56.59991,12.35199,0.9416804,0.0576256
467,26.5,115.4666667,0.08784,18.53263,781.4287,1531,53.16755,12052,924.7595,0.725,173.4417,23.03333,14.74167,0.1053,1.2,5.8,46,37,18,29,7.7,0.8,200,61.2077,10.4376,0.1894447,3935,1.317922,0.546,0.09427674,0.3150019,11.40336,7.891829,1.256588,57.2929,20.03898,0.64518,0.3074077
468,26.5,115.4666667,0.11318,18.53263,781.4287,1531,53.16755,12052,924.7595,0.725,173.4417,23.03333,14.74167,0.1053,1.2,5.8,46,37,18,29,7.7,0.8,200,61.2077,10.4376,0.1894447,3935,1.317922,0.546,0.09427674,0.3150019,11.40336,7.891829,1.256588,57.2929,20.03898,0.64518,0.3074077
469,26.5,115.4666667,0.35992,18.53263,781.4287,1531,53.16755,12052,924.7595,0.725,173.4417,23.03333,14.74167,0.1053,1.2,5.8,46,37,18,29,7.7,0.8,200,61.2077,10.4376,0.1894447,3935,1.317922,0.546,0.09427674,0.3150019,11.40336,7.891829,1.256588,57.2929,20.03898,0.64518,0.3074077
470,26.5,115.4666667,0.65017,18.53263,781.4287,1531,53.16755,12052,924.7595,0.725,173.4417,23.03333,14.74167,0.1053,1.2,5.8,46,37,18,29,7.7,0.8,200,61.2077,10.4376,0.1894447,3935,1.317922,0.546,0.09427674,0.3150019,11.40336,7.891829,1.256588,57.2929,20.03898,0.64518,0.3074077
471,26.5,115.4666667,0.44033,18.53263,781.4287,1531,53.16755,12052,924.7595,0.725,173.4417,23.03333,14.74167,0.1053,1.2,5.8,46,37,18,29,7.7,0.8,200,61.2077,10.4376,0.1894447,3935,1.317922,0.546,0.09427674,0.3150019,11.40336,7.891829,1.256588,57.2929,20.03898,0.64518,0.3074077
472,26.5,115.4666667,0.16825,18.53263,781.4287,1531,53.16755,12052,924.7595,0.725,173.4417,23.03333,14.74167,0.1053,1.2,5.8,46,37,18,29,7.7,0.8,200,61.2077,10.4376,0.1894447,3935,1.317922,0.546,0.09427674,0.3150019,11.40336,7.891829,1.256588,57.2929,20.03898,0.64518,0.3074077
473,26.5,115.4666667,0.10069,18.53263,781.4287,1531,53.16755,12052,924.7595,0.725,173.4417,23.03333,14.74167,0.1053,1.2,5.8,46,37,18,29,7.7,0.8,200,61.2077,10.4376,0.1894447,3935,1.317922,0.546,0.09427674,0.3150019,11.40336,7.891829,1.256588,57.2929,20.03898,0.64518,0.3074077
474,26.5,115.4666667,0.09848,18.53263,781.4287,1531,53.16755,12052,924.7595,0.725,173.4417,23.03333,14.74167,0.1053,1.2,5.8,46,37,18,29,7.7,0.8,200,61.2077,10.4376,0.1894447,3935,1.317922,0.546,0.09427674,0.3150019,11.40336,7.891829,1.256588,57.2929,20.03898,0.64518,0.3074077
475,26.5,115.4666667,0.97915,18.53263,781.4287,1531,53.16755,12052,924.7595,0.725,173.4417,23.03333,14.74167,0.1053,1.2,5.8,46,37,18,29,7.7,0.8,200,61.2077,10.4376,0.1894447,3935,1.317922,0.546,0.09427674,0.3150019,11.40336,7.891829,1.256588,57.2929,20.03898,0.64518,0.3074077
476,26.5,115.4666667,0.27142,18.53263,781.4287,1531,53.16755,12052,924.7595,0.725,173.4417,23.03333,14.74167,0.1053,1.2,5.8,46,37,18,29,7.7,0.8,200,61.2077,10.4376,0.1894447,3935,1.317922,0.546,0.09427674,0.3150019,11.40336,7.891829,1.256588,57.2929,20.03898,0.64518,0.3074077
477,26.5,115.4666667,0.46529,18.53263,781.4287,1531,53.16755,12052,924.7595,0.725,173.4417,23.03333,14.74167,0.1053,1.2,5.8,46,37,18,29,7.7,0.8,200,61.2077,10.4376,0.1894447,3935,1.317922,0.546,0.09427674,0.3150019,11.40336,7.891829,1.256588,57.2929,20.03898,0.64518,0.3074077
478,26.5,115.4666667,0.33201,18.53263,781.4287,1531,53.16755,12052,924.7595,0.725,173.4417,23.03333,14.74167,0.1053,1.2,5.8,46,37,18,29,7.7,0.8,200,61.2077,10.4376,0.1894447,3935,1.317922,0.546,0.09427674,0.3150019,11.40336,7.891829,1.256588,57.2929,20.03898,0.64518,0.3074077
479,32.33333333,101.6,7.72026,2.476521,659.431,721,87.27338,8583,568.4334,0.3916667,153.475,9.05,-6.25,0.1784,1.25,6.4,42,43,15,26,46.4,5.6,1000,137.075,15.8304,0.1377859,2049,1.713641,0.516,0.1234091,0.2924919,11.48627,16.96523,1.466285,66.63283,19.00945,0.8880476,0.09207917
480,32.33333333,101.6,44.52999,2.476521,659.431,721,87.27338,8583,568.4334,0.3916667,153.475,9.05,-6.25,0.1784,1.25,6.4,42,43,15,26,46.4,5.6,1000,137.075,15.8304,0.1377859,2049,1.713641,0.516,0.1234091,0.2924919,11.48627,16.96523,1.466285,66.63283,19.00945,0.8880476,0.09207917
481,32.33333333,101.6,39.66362,2.476521,659.431,721,87.27338,8583,568.4334,0.3916667,153.475,9.05,-6.25,0.1784,1.25,6.4,42,43,15,26,46.4,5.6,1000,137.075,15.8304,0.1377859,2049,1.713641,0.516,0.1234091,0.2924919,11.48627,16.96523,1.466285,66.63283,19.00945,0.8880476,0.09207917
482,32.33333333,101.6,13.46009,2.476521,659.431,721,87.27338,8583,568.4334,0.3916667,153.475,9.05,-6.25,0.1784,1.25,6.4,42,43,15,26,46.4,5.6,1000,137.075,15.8304,0.1377859,2049,1.713641,0.516,0.1234091,0.2924919,11.48627,16.96523,1.466285,66.63283,19.00945,0.8880476,0.09207917
483,32.33333333,101.6,19.19991,2.476521,659.431,721,87.27338,8583,568.4334,0.3916667,153.475,9.05,-6.25,0.1784,1.25,6.4,42,43,15,26,46.4,5.6,1000,137.075,15.8304,0.1377859,2049,1.713641,0.516,0.1234091,0.2924919,11.48627,16.96523,1.466285,66.63283,19.00945,0.8880476,0.09207917
484,32.33333333,101.6,16.08044,2.476521,659.431,721,87.27338,8583,568.4334,0.3916667,153.475,9.05,-6.25,0.1784,1.25,6.4,42,43,15,26,46.4,5.6,1000,137.075,15.8304,0.1377859,2049,1.713641,0.516,0.1234091,0.2924919,11.48627,16.96523,1.466285,66.63283,19.00945,0.8880476,0.09207917
485,32.33333333,101.6,10.34062,2.476521,659.431,721,87.27338,8583,568.4334,0.3916667,153.475,9.05,-6.25,0.1784,1.25,6.4,42,43,15,26,46.4,5.6,1000,137.075,15.8304,0.1377859,2049,1.713641,0.516,0.1234091,0.2924919,11.48627,16.96523,1.466285,66.63283,19.00945,0.8880476,0.09207917
486,32.33333333,101.6,30.80433,2.476521,659.431,721,87.27338,8583,568.4334,0.3916667,153.475,9.05,-6.25,0.1784,1.25,6.4,42,43,15,26,46.4,5.6,1000,137.075,15.8304,0.1377859,2049,1.713641,0.516,0.1234091,0.2924919,11.48627,16.96523,1.466285,66.63283,19.00945,0.8880476,0.09207917
487,32.33333333,101.6,34.29813,2.476521,659.431,721,87.27338,8583,568.4334,0.3916667,153.475,9.05,-6.25,0.1784,1.25,6.4,42,43,15,26,46.4,5.6,1000,137.075,15.8304,0.1377859,2049,1.713641,0.516,0.1234091,0.2924919,11.48627,16.96523,1.466285,66.63283,19.00945,0.8880476,0.09207917
488,32.33333333,101.6,10.71495,2.476521,659.431,721,87.27338,8583,568.4334,0.3916667,153.475,9.05,-6.25,0.1784,1.25,6.4,42,43,15,26,46.4,5.6,1000,137.075,15.8304,0.1377859,2049,1.713641,0.516,0.1234091,0.2924919,11.48627,16.96523,1.466285,66.63283,19.00945,0.8880476,0.09207917
489,32.33333333,101.6,19.07513,2.476521,659.431,721,87.27338,8583,568.4334,0.3916667,153.475,9.05,-6.25,0.1784,1.25,6.4,42,43,15,26,46.4,5.6,1000,137.075,15.8304,0.1377859,2049,1.713641,0.516,0.1234091,0.2924919,11.48627,16.96523,1.466285,66.63283,19.00945,0.8880476,0.09207917
490,32.33333333,101.6,16.20522,2.476521,659.431,721,87.27338,8583,568.4334,0.3916667,153.475,9.05,-6.25,0.1784,1.25,6.4,42,43,15,26,46.4,5.6,1000,137.075,15.8304,0.1377859,2049,1.713641,0.516,0.1234091,0.2924919,11.48627,16.96523,1.466285,66.63283,19.00945,0.8880476,0.09207917
491,32.33333333,101.6,6.3477,2.476521,659.431,721,87.27338,8583,568.4334,0.3916667,153.475,9.05,-6.25,0.1784,1.25,6.4,42,43,15,26,46.4,5.6,1000,137.075,15.8304,0.1377859,2049,1.713641,0.516,0.1234091,0.2924919,11.48627,16.96523,1.466285,66.63283,19.00945,0.8880476,0.09207917
492,32.33333333,101.6,27.31052,2.476521,659.431,721,87.27338,8583,568.4334,0.3916667,153.475,9.05,-6.25,0.1784,1.25,6.4,42,43,15,26,46.4,5.6,1000,137.075,15.8304,0.1377859,2049,1.713641,0.516,0.1234091,0.2924919,11.48627,16.96523,1.466285,66.63283,19.00945,0.8880476,0.09207917
493,32.33333333,101.6,27.18575,2.476521,659.431,721,87.27338,8583,568.4334,0.3916667,153.475,9.05,-6.25,0.1784,1.25,6.4,42,43,15,26,46.4,5.6,1000,137.075,15.8304,0.1377859,2049,1.713641,0.516,0.1234091,0.2924919,11.48627,16.96523,1.466285,66.63283,19.00945,0.8880476,0.09207917
494,32.33333333,101.6,3.72734,2.476521,659.431,721,87.27338,8583,568.4334,0.3916667,153.475,9.05,-6.25,0.1784,1.25,6.4,42,43,15,26,46.4,5.6,1000,137.075,15.8304,0.1377859,2049,1.713641,0.516,0.1234091,0.2924919,11.48627,16.96523,1.466285,66.63283,19.00945,0.8880476,0.09207917
495,32.33333333,101.6,3.35301,2.476521,659.431,721,87.27338,8583,568.4334,0.3916667,153.475,9.05,-6.25,0.1784,1.25,6.4,42,43,15,26,46.4,5.6,1000,137.075,15.8304,0.1377859,2049,1.713641,0.516,0.1234091,0.2924919,11.48627,16.96523,1.466285,66.63283,19.00945,0.8880476,0.09207917
496,32.33333333,101.6,7.59548,2.476521,659.431,721,87.27338,8583,568.4334,0.3916667,153.475,9.05,-6.25,0.1784,1.25,6.4,42,43,15,26,46.4,5.6,1000,137.075,15.8304,0.1377859,2049,1.713641,0.516,0.1234091,0.2924919,11.48627,16.96523,1.466285,66.63283,19.00945,0.8880476,0.09207917
497,32.33333333,101.6,56.14309,2.476521,659.431,721,87.27338,8583,568.4334,0.3916667,153.475,9.05,-6.25,0.1784,1.25,6.4,42,43,15,26,46.4,5.6,1000,137.075,15.8304,0.1377859,2049,1.713641,0.516,0.1234091,0.2924919,11.48627,16.96523,1.466285,66.63283,19.00945,0.8880476,0.09207917
