Num,lat,lon,value,MAT,MAT_season,MAP,MAP_season,AI,AET,VPD,srad,tmax,tmin,CEC,BD,pH,Sand,Silt,Clay,SWC,SOC,TN,TP,MBC,MBN,FB_ratio,NPP,BNPP,NDVI,Ndep,LDMC,SLA_MODIS,LNC_MODIS,LPC_MODIS,Vcmax,fLNR,EM_tree,AM_tree
212,51.91666667,123.5666667,6.92986,-4.529406,1579.076,547,103.9981,7019,406.5728,0.325,143.975,3.65,-11.49167,0.5265,0.46,5.8,35,44,21,36,107.9,7.1,1700,62.1119,14.423,0.1734639,3995,0.7046691,0.451,0.05138892,0.3345538,11.37572,16.83619,1.283053,54.29925,10.62235,0.9615921,0.05966179
213,51.91666667,123.5666667,4.7362,-4.529406,1579.076,547,103.9981,7019,406.5728,0.325,143.975,3.65,-11.49167,0.5265,0.46,5.8,35,44,21,36,107.9,7.1,1700,62.1119,14.423,0.1734639,3995,0.7046691,0.451,0.05138892,0.3345538,11.37572,16.83619,1.283053,54.29925,10.62235,0.9615921,0.05966179
214,51.91666667,123.5666667,1.80348,-4.529406,1579.076,547,103.9981,7019,406.5728,0.325,143.975,3.65,-11.49167,0.5265,0.46,5.8,35,44,21,36,107.9,7.1,1700,62.1119,14.423,0.1734639,3995,0.7046691,0.451,0.05138892,0.3345538,11.37572,16.83619,1.283053,54.29925,10.62235,0.9615921,0.05966179
215,51.91666667,123.5666667,10.90418,-4.529406,1579.076,547,103.9981,7019,406.5728,0.325,143.975,3.65,-11.49167,0.5265,0.46,5.8,35,44,21,36,107.9,7.1,1700,62.1119,14.423,0.1734639,3995,0.7046691,0.451,0.05138892,0.3345538,11.37572,16.83619,1.283053,54.29925,10.62235,0.9615921,0.05966179
216,51.91666667,123.5666667,5.35878,-4.529406,1579.076,547,103.9981,7019,406.5728,0.325,143.975,3.65,-11.49167,0.5265,0.46,5.8,35,44,21,36,107.9,7.1,1700,62.1119,14.423,0.1734639,3995,0.7046691,0.451,0.05138892,0.3345538,11.37572,16.83619,1.283053,54.29925,10.62235,0.9615921,0.05966179
217,51.91666667,123.5666667,1.12266,-4.529406,1579.076,547,103.9981,7019,406.5728,0.325,143.975,3.65,-11.49167,0.5265,0.46,5.8,35,44,21,36,107.9,7.1,1700,62.1119,14.423,0.1734639,3995,0.7046691,0.451,0.05138892,0.3345538,11.37572,16.83619,1.283053,54.29925,10.62235,0.9615921,0.05966179
218,51.91666667,123.5666667,3.81682,-4.529406,1579.076,547,103.9981,7019,406.5728,0.325,143.975,3.65,-11.49167,0.5265,0.46,5.8,35,44,21,36,107.9,7.1,1700,62.1119,14.423,0.1734639,3995,0.7046691,0.451,0.05138892,0.3345538,11.37572,16.83619,1.283053,54.29925,10.62235,0.9615921,0.05966179
219,51.91666667,123.5666667,2.1294,-4.529406,1579.076,547,103.9981,7019,406.5728,0.325,143.975,3.65,-11.49167,0.5265,0.46,5.8,35,44,21,36,107.9,7.1,1700,62.1119,14.423,0.1734639,3995,0.7046691,0.451,0.05138892,0.3345538,11.37572,16.83619,1.283053,54.29925,10.62235,0.9615921,0.05966179
220,51.91666667,123.5666667,1.78612,-4.529406,1579.076,547,103.9981,7019,406.5728,0.325,143.975,3.65,-11.49167,0.5265,0.46,5.8,35,44,21,36,107.9,7.1,1700,62.1119,14.423,0.1734639,3995,0.7046691,0.451,0.05138892,0.3345538,11.37572,16.83619,1.283053,54.29925,10.62235,0.9615921,0.05966179
221,42.4,128.1,0.15619,1.527573,1250.765,708,97.54305,8665,612.1515,0.3833333,155.9667,8.6,-3.683333,0.3178,1.1,5.8,40,44,17,33,40.1,3.9,400,69.9246,14.8712,0.177208,4242,1.105082,0.553,0.09099019,0.3555569,11.79425,16.7529,1.241968,58.66689,14.00861,0.8176883,0.1353062
222,42.4,128.1,0.7519,1.527573,1250.765,708,97.54305,8665,612.1515,0.3833333,155.9667,8.6,-3.683333,0.3178,1.1,5.8,40,44,17,33,40.1,3.9,400,69.9246,14.8712,0.177208,4242,1.105082,0.553,0.09099019,0.3555569,11.79425,16.7529,1.241968,58.66689,14.00861,0.8176883,0.1353062
223,42.4,128.1,0.11423,1.527573,1250.765,708,97.54305,8665,612.1515,0.3833333,155.9667,8.6,-3.683333,0.3178,1.1,5.8,40,44,17,33,40.1,3.9,400,69.9246,14.8712,0.177208,4242,1.105082,0.553,0.09099019,0.3555569,11.79425,16.7529,1.241968,58.66689,14.00861,0.8176883,0.1353062
224,42.4,128.1,0.34211,1.527573,1250.765,708,97.54305,8665,612.1515,0.3833333,155.9667,8.6,-3.683333,0.3178,1.1,5.8,40,44,17,33,40.1,3.9,400,69.9246,14.8712,0.177208,4242,1.105082,0.553,0.09099019,0.3555569,11.79425,16.7529,1.241968,58.66689,14.00861,0.8176883,0.1353062
225,42.4,128.1,0.55822,1.527573,1250.765,708,97.54305,8665,612.1515,0.3833333,155.9667,8.6,-3.683333,0.3178,1.1,5.8,40,44,17,33,40.1,3.9,400,69.9246,14.8712,0.177208,4242,1.105082,0.553,0.09099019,0.3555569,11.79425,16.7529,1.241968,58.66689,14.00861,0.8176883,0.1353062
226,42.4,128.1,0.06451,1.527573,1250.765,708,97.54305,8665,612.1515,0.3833333,155.9667,8.6,-3.683333,0.3178,1.1,5.8,40,44,17,33,40.1,3.9,400,69.9246,14.8712,0.177208,4242,1.105082,0.553,0.09099019,0.3555569,11.79425,16.7529,1.241968,58.66689,14.00861,0.8176883,0.1353062
227,42.4,128.1,0.09986,1.527573,1250.765,708,97.54305,8665,612.1515,0.3833333,155.9667,8.6,-3.683333,0.3178,1.1,5.8,40,44,17,33,40.1,3.9,400,69.9246,14.8712,0.177208,4242,1.105082,0.553,0.09099019,0.3555569,11.79425,16.7529,1.241968,58.66689,14.00861,0.8176883,0.1353062
228,42.4,128.1,0.5177,1.527573,1250.765,708,97.54305,8665,612.1515,0.3833333,155.9667,8.6,-3.683333,0.3178,1.1,5.8,40,44,17,33,40.1,3.9,400,69.9246,14.8712,0.177208,4242,1.105082,0.553,0.09099019,0.3555569,11.79425,16.7529,1.241968,58.66689,14.00861,0.8176883,0.1353062
229,42.4,128.1,0.02141,1.527573,1250.765,708,97.54305,8665,612.1515,0.3833333,155.9667,8.6,-3.683333,0.3178,1.1,5.8,40,44,17,33,40.1,3.9,400,69.9246,14.8712,0.177208,4242,1.105082,0.553,0.09099019,0.3555569,11.79425,16.7529,1.241968,58.66689,14.00861,0.8176883,0.1353062
230,49.32638889,119.9477778,36.58204,-1.164937,1670.891,350,119.8035,3523,408.1758,0.5166667,159.95,5.841667,-6.35,0.0863,1.21,7.9,77,17,6,36,16.7,1.6,300,139.334,13.4646,0.1893617,0,NaN,0.175,0.09276414,0.2396944,13.63785,14.62619,1.414947,77.1984,29.50788,0.9004812,0.1169281
231,49.32638889,119.9477778,8.5756,-1.164937,1670.891,350,119.8035,3523,408.1758,0.5166667,159.95,5.841667,-6.35,0.0863,1.21,7.9,77,17,6,36,16.7,1.6,300,139.334,13.4646,0.1893617,0,NaN,0.175,0.09276414,0.2396944,13.63785,14.62619,1.414947,77.1984,29.50788,0.9004812,0.1169281
232,49.32638889,119.9477778,12.76963,-1.164937,1670.891,350,119.8035,3523,408.1758,0.5166667,159.95,5.841667,-6.35,0.0863,1.21,7.9,77,17,6,36,16.7,1.6,300,139.334,13.4646,0.1893617,0,NaN,0.175,0.09276414,0.2396944,13.63785,14.62619,1.414947,77.1984,29.50788,0.9004812,0.1169281
233,49.32638889,119.9477778,6.3226,-1.164937,1670.891,350,119.8035,3523,408.1758,0.5166667,159.95,5.841667,-6.35,0.0863,1.21,7.9,77,17,6,36,16.7,1.6,300,139.334,13.4646,0.1893617,0,NaN,0.175,0.09276414,0.2396944,13.63785,14.62619,1.414947,77.1984,29.50788,0.9004812,0.1169281
234,49.32638889,119.9477778,43.16772,-1.164937,1670.891,350,119.8035,3523,408.1758,0.5166667,159.95,5.841667,-6.35,0.0863,1.21,7.9,77,17,6,36,16.7,1.6,300,139.334,13.4646,0.1893617,0,NaN,0.175,0.09276414,0.2396944,13.63785,14.62619,1.414947,77.1984,29.50788,0.9004812,0.1169281
235,49.32638889,119.9477778,1.05406,-1.164937,1670.891,350,119.8035,3523,408.1758,0.5166667,159.95,5.841667,-6.35,0.0863,1.21,7.9,77,17,6,36,16.7,1.6,300,139.334,13.4646,0.1893617,0,NaN,0.175,0.09276414,0.2396944,13.63785,14.62619,1.414947,77.1984,29.50788,0.9004812,0.1169281
236,49.32638889,119.9477778,41.98923,-1.164937,1670.891,350,119.8035,3523,408.1758,0.5166667,159.95,5.841667,-6.35,0.0863,1.21,7.9,77,17,6,36,16.7,1.6,300,139.334,13.4646,0.1893617,0,NaN,0.175,0.09276414,0.2396944,13.63785,14.62619,1.414947,77.1984,29.50788,0.9004812,0.1169281
237,49.32638889,119.9477778,8.81823,-1.164937,1670.891,350,119.8035,3523,408.1758,0.5166667,159.95,5.841667,-6.35,0.0863,1.21,7.9,77,17,6,36,16.7,1.6,300,139.334,13.4646,0.1893617,0,NaN,0.175,0.09276414,0.2396944,13.63785,14.62619,1.414947,77.1984,29.50788,0.9004812,0.1169281
238,49.32638889,119.9477778,33.90364,-1.164937,1670.891,350,119.8035,3523,408.1758,0.5166667,159.95,5.841667,-6.35,0.0863,1.21,7.9,77,17,6,36,16.7,1.6,300,139.334,13.4646,0.1893617,0,NaN,0.175,0.09276414,0.2396944,13.63785,14.62619,1.414947,77.1984,29.50788,0.9004812,0.1169281
239,49.32638889,119.9477778,1.58856,-1.164937,1670.891,350,119.8035,3523,408.1758,0.5166667,159.95,5.841667,-6.35,0.0863,1.21,7.9,77,17,6,36,16.7,1.6,300,139.334,13.4646,0.1893617,0,NaN,0.175,0.09276414,0.2396944,13.63785,14.62619,1.414947,77.1984,29.50788,0.9004812,0.1169281
240,49.32638889,119.9477778,35.43417,-1.164937,1670.891,350,119.8035,3523,408.1758,0.5166667,159.95,5.841667,-6.35,0.0863,1.21,7.9,77,17,6,36,16.7,1.6,300,139.334,13.4646,0.1893617,0,NaN,0.175,0.09276414,0.2396944,13.63785,14.62619,1.414947,77.1984,29.50788,0.9004812,0.1169281
241,49.32638889,119.9477778,12.16314,-1.164937,1670.891,350,119.8035,3523,408.1758,0.5166667,159.95,5.841667,-6.35,0.0863,1.21,7.9,77,17,6,36,16.7,1.6,300,139.334,13.4646,0.1893617,0,NaN,0.175,0.09276414,0.2396944,13.63785,14.62619,1.414947,77.1984,29.50788,0.9004812,0.1169281
242,49.32638889,119.9477778,36.75599,-1.164937,1670.891,350,119.8035,3523,408.1758,0.5166667,159.95,5.841667,-6.35,0.0863,1.21,7.9,77,17,6,36,16.7,1.6,300,139.334,13.4646,0.1893617,0,NaN,0.175,0.09276414,0.2396944,13.63785,14.62619,1.414947,77.1984,29.50788,0.9004812,0.1169281
243,49.32638889,119.9477778,0.75373,-1.164937,1670.891,350,119.8035,3523,408.1758,0.5166667,159.95,5.841667,-6.35,0.0863,1.21,7.9,77,17,6,36,16.7,1.6,300,139.334,13.4646,0.1893617,0,NaN,0.175,0.09276414,0.2396944,13.63785,14.62619,1.414947,77.1984,29.50788,0.9004812,0.1169281
244,49.32638889,119.9477778,33.7645,-1.164937,1670.891,350,119.8035,3523,408.1758,0.5166667,159.95,5.841667,-6.35,0.0863,1.21,7.9,77,17,6,36,16.7,1.6,300,139.334,13.4646,0.1893617,0,NaN,0.175,0.09276414,0.2396944,13.63785,14.62619,1.414947,77.1984,29.50788,0.9004812,0.1169281
245,49.32638889,119.9477778,7.46719,-1.164937,1670.891,350,119.8035,3523,408.1758,0.5166667,159.95,5.841667,-6.35,0.0863,1.21,7.9,77,17,6,36,16.7,1.6,300,139.334,13.4646,0.1893617,0,NaN,0.175,0.09276414,0.2396944,13.63785,14.62619,1.414947,77.1984,29.50788,0.9004812,0.1169281
246,31.28333333,92.1,1.97722,-0.7945208,782.7723,468,107.3175,4046,538.4959,0.375,190.2583,6.658333,-7.85,0.1938,1.22,6.6,45,41,14,26,46.5,3.3,1100,121.141,12.6519,0.1833854,1114,1.291601,0.321,0.09726211,0.2432628,14.35428,18.61192,1.483091,77.3969,23.59324,0.921284,0.09839369
247,31.28333333,92.1,1.81455,-0.7945208,782.7723,468,107.3175,4046,538.4959,0.375,190.2583,6.658333,-7.85,0.1938,1.22,6.6,45,41,14,26,46.5,3.3,1100,121.141,12.6519,0.1833854,1114,1.291601,0.321,0.09726211,0.2432628,14.35428,18.61192,1.483091,77.3969,23.59324,0.921284,0.09839369
248,31.28333333,92.1,0.17863,-0.7945208,782.7723,468,107.3175,4046,538.4959,0.375,190.2583,6.658333,-7.85,0.1938,1.22,6.6,45,41,14,26,46.5,3.3,1100,121.141,12.6519,0.1833854,1114,1.291601,0.321,0.09726211,0.2432628,14.35428,18.61192,1.483091,77.3969,23.59324,0.921284,0.09839369
249,31.28333333,92.1,0.21329,-0.7945208,782.7723,468,107.3175,4046,538.4959,0.375,190.2583,6.658333,-7.85,0.1938,1.22,6.6,45,41,14,26,46.5,3.3,1100,121.141,12.6519,0.1833854,1114,1.291601,0.321,0.09726211,0.2432628,14.35428,18.61192,1.483091,77.3969,23.59324,0.921284,0.09839369
250,31.28333333,92.1,4.35975,-0.7945208,782.7723,468,107.3175,4046,538.4959,0.375,190.2583,6.658333,-7.85,0.1938,1.22,6.6,45,41,14,26,46.5,3.3,1100,121.141,12.6519,0.1833854,1114,1.291601,0.321,0.09726211,0.2432628,14.35428,18.61192,1.483091,77.3969,23.59324,0.921284,0.09839369
251,31.28333333,92.1,3.13499,-0.7945208,782.7723,468,107.3175,4046,538.4959,0.375,190.2583,6.658333,-7.85,0.1938,1.22,6.6,45,41,14,26,46.5,3.3,1100,121.141,12.6519,0.1833854,1114,1.291601,0.321,0.09726211,0.2432628,14.35428,18.61192,1.483091,77.3969,23.59324,0.921284,0.09839369
252,31.28333333,92.1,2.15159,-0.7945208,782.7723,468,107.3175,4046,538.4959,0.375,190.2583,6.658333,-7.85,0.1938,1.22,6.6,45,41,14,26,46.5,3.3,1100,121.141,12.6519,0.1833854,1114,1.291601,0.321,0.09726211,0.2432628,14.35428,18.61192,1.483091,77.3969,23.59324,0.921284,0.09839369
253,31.28333333,92.1,7.60558,-0.7945208,782.7723,468,107.3175,4046,538.4959,0.375,190.2583,6.658333,-7.85,0.1938,1.22,6.6,45,41,14,26,46.5,3.3,1100,121.141,12.6519,0.1833854,1114,1.291601,0.321,0.09726211,0.2432628,14.35428,18.61192,1.483091,77.3969,23.59324,0.921284,0.09839369
254,31.28333333,92.1,0.72459,-0.7945208,782.7723,468,107.3175,4046,538.4959,0.375,190.2583,6.658333,-7.85,0.1938,1.22,6.6,45,41,14,26,46.5,3.3,1100,121.141,12.6519,0.1833854,1114,1.291601,0.321,0.09726211,0.2432628,14.35428,18.61192,1.483091,77.3969,23.59324,0.921284,0.09839369
255,31.28333333,92.1,0.26881,-0.7945208,782.7723,468,107.3175,4046,538.4959,0.375,190.2583,6.658333,-7.85,0.1938,1.22,6.6,45,41,14,26,46.5,3.3,1100,121.141,12.6519,0.1833854,1114,1.291601,0.321,0.09726211,0.2432628,14.35428,18.61192,1.483091,77.3969,23.59324,0.921284,0.09839369
256,31.28333333,92.1,7.5386,-0.7945208,782.7723,468,107.3175,4046,538.4959,0.375,190.2583,6.658333,-7.85,0.1938,1.22,6.6,45,41,14,26,46.5,3.3,1100,121.141,12.6519,0.1833854,1114,1.291601,0.321,0.09726211,0.2432628,14.35428,18.61192,1.483091,77.3969,23.59324,0.921284,0.09839369
257,31.28333333,92.1,0.16229,-0.7945208,782.7723,468,107.3175,4046,538.4959,0.375,190.2583,6.658333,-7.85,0.1938,1.22,6.6,45,41,14,26,46.5,3.3,1100,121.141,12.6519,0.1833854,1114,1.291601,0.321,0.09726211,0.2432628,14.35428,18.61192,1.483091,77.3969,23.59324,0.921284,0.09839369
258,30.95,88.7,1.10215,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
259,30.95,88.7,3.32229,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
260,30.95,88.7,3.90396,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
261,30.95,88.7,0.77801,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
262,30.95,88.7,0.3029,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
263,30.95,88.7,0.71585,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
264,30.95,88.7,0.27182,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
265,30.95,88.7,0.74693,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
266,30.95,88.7,0.2585,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
267,30.95,88.7,0.32066,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
268,30.95,88.7,0.42723,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
269,30.95,88.7,0.51603,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
270,30.95,88.7,0.3473,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
271,30.95,88.7,0.37838,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
272,30.95,88.7,0.36506,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
273,30.95,88.7,0.44055,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
274,30.95,88.7,0.99114,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
275,30.95,88.7,1.88364,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
276,30.95,88.7,4.25918,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
277,30.95,88.7,1.92804,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
278,30.95,88.7,1.47069,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
279,30.95,88.7,0.71585,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
280,30.95,88.7,1.20872,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
281,30.95,88.7,0.42723,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
282,30.95,88.7,0.62704,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
283,30.95,88.7,2.2655,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
284,30.95,88.7,0.77801,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
285,30.95,88.7,0.3473,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
286,30.95,88.7,0.45831,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
287,30.95,88.7,0.3473,0.7329792,761.8974,365,110.4339,2738,459.239,0.4416667,194.1167,7.483333,-5.633333,0.1061,1.22,8.1,50,35,15,32,18.5,1.6,900,83.3294,7.19683,0.1923348,304,1.160823,0.143,0.07891928,0.2307627,10.48597,18.86866,1.372846,85.55246,21.72647,0.9021321,0.1073348
288,21.9,101.7666667,12.29034,20.09262,335.3439,1629,77.53574,11356,1044.395,0.7666667,190.9083,25.41667,14.5,0.1218,1.23,5.1,40,30,28,34,19.2,1.5,600,77.7632,12.8475,0.151526,14030,1.642787,0.788,0.09289441,0.3339872,9.947321,16.1404,1.243862,61.06399,13.13757,0.4647754,0.5733801
289,21.9,101.7666667,13.66018,20.09262,335.3439,1629,77.53574,11356,1044.395,0.7666667,190.9083,25.41667,14.5,0.1218,1.23,5.1,40,30,28,34,19.2,1.5,600,77.7632,12.8475,0.151526,14030,1.642787,0.788,0.09289441,0.3339872,9.947321,16.1404,1.243862,61.06399,13.13757,0.4647754,0.5733801
290,21.9,101.7666667,3.04501,20.09262,335.3439,1629,77.53574,11356,1044.395,0.7666667,190.9083,25.41667,14.5,0.1218,1.23,5.1,40,30,28,34,19.2,1.5,600,77.7632,12.8475,0.151526,14030,1.642787,0.788,0.09289441,0.3339872,9.947321,16.1404,1.243862,61.06399,13.13757,0.4647754,0.5733801
291,21.9,101.7666667,4.06696,20.09262,335.3439,1629,77.53574,11356,1044.395,0.7666667,190.9083,25.41667,14.5,0.1218,1.23,5.1,40,30,28,34,19.2,1.5,600,77.7632,12.8475,0.151526,14030,1.642787,0.788,0.09289441,0.3339872,9.947321,16.1404,1.243862,61.06399,13.13757,0.4647754,0.5733801
292,21.9,101.7666667,4.94974,20.09262,335.3439,1629,77.53574,11356,1044.395,0.7666667,190.9083,25.41667,14.5,0.1218,1.23,5.1,40,30,28,34,19.2,1.5,600,77.7632,12.8475,0.151526,14030,1.642787,0.788,0.09289441,0.3339872,9.947321,16.1404,1.243862,61.06399,13.13757,0.4647754,0.5733801
